City, State;Latitude;Longitude
Bristol, PA;40.1007;-74.8518
Delmar, DE;38.4864;-75.5439
Middletown, DE;39.4496;-75.7163
Savage, MD;39.1379;-76.8239
Bowling Green, KY;36.9903;-86.4436
Langhorne, PA;40.1804;-74.8930
Jenkintown, PA;40.0959;-75.1252
Dickinson, TX;29.4608;-95.0513
Altamonte Springs, FL;28.6653;-81.4188
Galveston, TX;29.3013;-94.7977
Weare, NH;43.0948;-71.7306
Parkersburg, WV;39.2667;-81.5615
Benton Ridge, OH;41.0048;-83.7941
Waverly, OH;39.1267;-82.9855
Marion, OH;40.5982;-83.1425
Hilliard, OH;40.0334;-83.1582
Alva, FL;26.7156;-81.6101
Ashland, KY;38.4130;-82.7257
Akron, OH;41.1537;-81.6374
Roxana, IL;38.8460;-90.0624
Winfield, WV;38.5331;-81.8935
Plain City, OH;40.1076;-83.2674
Richmond, CA;37.9255;-122.3437
Fishers, IN;39.9556;-86.0139
Grayson, KY;38.3326;-82.9485
Saint Albans, WV;38.3856;-81.8362
Carroll, OH;39.7989;-82.7010
Gallagher, WV;38.0747;-81.3757
Grove City, OH;39.8815;-83.0930
Stow, OH;41.1595;-81.4404
Humble, TX;29.9988;-95.2622
Texas City, TX;29.4009;-95.0005
Laurel, MD;39.0993;-76.8483
Oakland, CA;37.7350;-122.2088
Scott Depot, WV;38.4418;-81.9168
Dresden, OH;40.1215;-82.0107
Xenia, OH;39.6848;-83.9296
Beckley, WV;37.7782;-81.1882
Canal Winchester, OH;39.8428;-82.8046
Reynoldsburg, OH;39.9548;-82.8121
Lock Haven, PA;41.1370;-77.4469
Piketon, OH;39.0681;-83.0143
Annapolis Junction, MD;39.1293;-76.7671
Haymarket, VA;38.8121;-77.6364
Stafford, TX;29.6161;-95.5577
Cleveland, TX;30.3413;-95.0855
Albany, OR;44.6365;-123.1059
Canton, IL;40.5581;-90.0351
Lorton, VA;38.7043;-77.2278
Kingdom City, MO;38.9528;-91.9391
Chantilly, VA;38.9036;-77.4512
Fort Washington, MD;38.7073;-77.0230
Woodbridge, VA;38.6419;-77.3463
Leonardtown, MD;38.2912;-76.6358
Madison, VA;38.3856;-78.2837
Compton, CA;33.8748;-118.2406
Auburn, MA;42.1945;-71.8356
Richfield, WI;43.2561;-88.1940
Accokeek, MD;38.6676;-77.0283
Weyers Cave, VA;38.2885;-78.9131
Chippewa Falls, WI;44.9369;-91.3929
Potomac, MD;39.0182;-77.2086
Waldorf, MD;38.6246;-76.9391
Brookfield, WI;43.0606;-88.1065
Bonita Springs, FL;26.3633;-81.8336
Mechanicsville, VA;37.6788;-77.3265
Edinburg, VA;38.8210;-78.5658
Clinton, MD;38.7651;-76.8983
Mifflintown, PA;40.5698;-77.3969
Hopedale, IL;40.4209;-89.4145
Bristow, VA;38.7405;-77.5621
Wylie, TX;33.0151;-96.5389
Smithfield, RI;41.9220;-71.5495
New Windsor, NY;41.4768;-74.0238
Blauvelt, NY;41.0634;-73.9576
Tarrytown, NY;41.0762;-73.8588
Rye, NY;40.9806;-73.6837
White Plains, NY;41.0340;-73.7629
Harrison, NY;40.9690;-73.7126
Peekskill, NY;41.2901;-73.9204
Kingston, NY;41.9270;-73.9974
New Rochelle, NY;40.8989;-73.7814
Brewster, NY;41.3973;-73.6171
Newburgh, NY;41.5375;-74.0512
Lagrangeville, NY;41.6509;-73.7629
Bakersville, NC;36.0157;-82.1587
Wappingers Falls, NY;41.5861;-73.8830
Valley Cottage, NY;41.1181;-73.9554
College Station, TX;30.6131;-96.3217
Brentwood, NY;40.7812;-73.2462
Hauppauge, NY;40.8257;-73.2026
Nanuet, NY;41.0887;-74.0135
Briarcliff Manor, NY;41.1457;-73.8238
Woodbury, NY;40.8257;-73.4676
Ossining, NY;41.1629;-73.8615
Melville, NY;40.7934;-73.4151
Saddle River, NJ;41.0318;-74.1021
Wayne, NJ;40.9481;-74.2450
Carlstadt, NJ;40.8404;-74.0907
Moonachie, NJ;40.8412;-74.0451
Northvale, NJ;41.0065;-73.9490
Mahwah, NJ;41.0887;-74.1438
Totowa, NJ;40.9051;-74.2099
Cresskill, NJ;40.9415;-73.9593
Hackensack, NJ;40.8859;-74.0435
Lakewood, NJ;40.0979;-74.2176
Oradell, NJ;40.9587;-74.0368
Beebe, AR;35.0706;-91.8796
Chatsworth, NJ;39.7698;-74.5225
Stuttgart, AR;34.5004;-91.5526
Collinston, LA;32.6256;-91.8922
Owensboro, KY;37.7555;-87.0434
Arkadelphia, AR;34.1209;-93.0538
Milford, DE;38.9126;-75.4280
Scottsburg, IN;38.6856;-85.7703
Channelview, TX;29.7761;-95.1146
New Boston, TX;33.4598;-94.4155
Sevierville, TN;35.8681;-83.5618
Monroe, LA;32.5093;-92.1193
West Monroe, LA;32.3938;-92.2329
Camden, AR;33.6114;-92.8452
Farmerville, LA;32.7735;-92.4057
Vivian, LA;32.8715;-93.9874
Secaucus, NJ;40.7895;-74.0565
Burlington, WI;42.6781;-88.2762
Charles Town, WV;39.2890;-77.8597
Cherokee, AL;34.7570;-87.9728
Merkel, TX;32.4707;-100.0129
Coushatta, LA;32.0149;-93.3421
Calvert City, KY;37.0334;-88.3500
Pasadena, TX;29.7056;-95.1559
Star City, AR;33.9429;-91.8435
Nashville, AR;33.9457;-93.8471
Gulfport, MS;30.4730;-89.1494
Fall Creek, WI;44.7636;-91.2771
League City, TX;29.5074;-95.0949
Midland, TX;31.9974;-102.0779
New Castle, DE;39.6387;-75.6195
Kewaunee, WI;44.4583;-87.5031
Harbor City, CA;33.7900;-118.2978
Elkton, VA;38.4079;-78.6236
Falls Church, VA;38.8472;-77.1425
Fort Belvoir, VA;38.7119;-77.1459
Winterhaven, CA;32.8701;-114.7223
Washington Crossing, PA;40.2855;-74.8789
Riverside, CA;33.9936;-117.3832
Watertown, WI;43.1947;-88.7290
Centreville, VA;38.8557;-77.4697
White Plains, MD;38.5904;-76.9403
Greensboro, GA;33.5757;-83.1824
Indian Orchard, MA;42.1584;-72.4995
Woodford, VA;38.1132;-77.4089
Madison, IN;38.7359;-85.3800
Muncie, IN;40.2369;-85.4679
Veedersburg, IN;40.1131;-87.2625
Kokomo, IN;40.4398;-86.0893
Seymour, IN;38.9592;-85.8902
Martinsburg, WV;39.4562;-77.9639
Thoreau, NM;35.4025;-108.2234
Crothersville, IN;38.8006;-85.8416
Urbana, IL;40.1202;-88.1551
Apple Valley, CA;34.5776;-117.1592
Carmel, IN;39.9784;-86.1180
Mitchell, IN;38.7328;-86.4736
Westfield, IN;40.0428;-86.1275
Hawthorne, NY;41.1073;-73.7960
Champaign, IL;40.1319;-88.2952
Winslow, IN;38.3823;-87.2128
Paoli, IN;38.5562;-86.4683
Anderson, IN;40.0483;-85.6855
Clinton, IN;39.6570;-87.3981
Austin, IN;38.7697;-85.8029
Big Bend, WI;42.8814;-88.2068
North Vernon, IN;39.0062;-85.6236
Trinity, TX;30.9452;-95.3755
Danbury, TX;29.2283;-95.3449
Caledonia, WI;42.8078;-87.9243
Girard, PA;42.0003;-80.3181
Midlothian, VA;37.5060;-77.6492
Glen Allen, VA;37.6660;-77.5064
Torrance, CA;33.8669;-118.3312
Frankton, IN;40.2228;-85.7789
Franklin, IN;39.4806;-86.0550
Greenwood, IN;39.6137;-86.1067
Dickinson, ND;46.8792;-102.7896
Lafayette, IN;40.4224;-86.8031
Homestead, FL;25.4903;-80.4187
Kinder, LA;30.4855;-92.8507
Mountain Lakes, NJ;40.8948;-74.4329
Monterey Park, CA;34.0625;-118.1228
Mill Valley, CA;37.9060;-122.5450
Suisun City, CA;38.1699;-121.9367
Lewis Center, OH;40.1984;-83.0102
March Air Reserve Base, CA;33.8914;-117.2788
Bellefontaine, OH;40.3726;-83.7477
La Mesa, CA;32.7678;-117.0231
Huntington, WV;38.4192;-82.4451
Maricopa, CA;34.8423;-119.2722
Exeter, NH;42.9815;-70.9478
Hollis, NH;42.7431;-71.5917
Dover, NH;43.1871;-70.9100
Munster, IN;41.5645;-87.5125
Framingham, MA;42.2793;-71.4162
Campo, CA;32.6065;-116.4689
Grandville, MI;42.9098;-85.7631
Lodi, CA;38.1165;-121.1676
Tewksbury, MA;42.6106;-71.2342
Rayne, LA;30.2161;-92.2675
Brockton, MA;42.0858;-70.9999
Santa Fe Springs, CA;33.9472;-118.0854
Matamoras, PA;41.3687;-74.7002
Wilmington, MA;42.5465;-71.1737
Southborough, MA;42.3056;-71.5245
North Chelmsford, MA;42.6390;-71.3828
Destin, FL;30.3981;-86.4563
Rome, GA;34.3067;-85.2700
Provo, UT;40.3393;-111.5709
Orem, UT;40.2969;-111.6946
Paramus, NJ;40.9445;-74.0700
Flushing, NY;40.7723;-73.8722
Morgan, UT;41.0361;-111.6769
Shannon, MS;34.1162;-88.7117
Albion, ID;42.3808;-113.6003
Curtis Bay, MD;39.1890;-76.5482
Bel Air, MD;39.5359;-76.3483
Denton, MD;38.8846;-75.8272
Tracys Landing, MD;38.7801;-76.5958
Forest Hill, MD;39.5851;-76.3877
Woodbine, MD;39.3598;-77.0625
Abingdon, MD;39.4623;-76.2791
Emeryville, CA;37.8313;-122.2853
Fort George G Meade, MD;39.1088;-76.7454
Sparks Glencoe, MD;39.5483;-76.6859
Towson, MD;39.4157;-76.5718
Cambridge, MD;38.5632;-76.0788
Rosedale, MD;39.3201;-76.5155
Nottingham, MD;39.3640;-76.4522
Yountville, CA;38.4016;-122.3608
Middle River, MD;39.3343;-76.4394
Moreno Valley, CA;33.9224;-117.2476
East New Market, MD;38.5990;-75.9261
Pasadena, MD;39.1252;-76.5116
Hunt Valley, MD;39.4878;-76.6567
Dunkirk, MD;38.7218;-76.6605
Lutherville Timonium, MD;39.4363;-76.6389
South Windsor, CT;41.8237;-72.6212
Madison, WI;43.1082;-89.2706
Chester, IL;37.9137;-89.8221
Sparrows Point, MD;39.2193;-76.4761
Odenton, MD;39.0840;-76.7002
Owings Mills, MD;39.4196;-76.7802
Henderson, TN;35.4392;-88.6414
Jessup, MD;39.1493;-76.7752
Lusby, MD;38.4107;-76.4552
Edgewater, MD;38.9571;-76.5500
Aberdeen, MD;39.5096;-76.1641
Laguna Beach, CA;33.5558;-117.7858
Saint Anthony, ID;43.9864;-111.7959
Westminster, MD;39.5754;-76.9958
Ocean City, MD;38.3365;-75.0849
Sykesville, MD;39.3737;-76.9678
Essex, MD;39.3093;-76.4750
Taneytown, MD;39.6579;-77.1744
Dundalk, MD;39.2575;-76.4951
Maywood, NJ;40.9026;-74.0618
Brierfield, AL;33.0491;-86.9788
Jacksonville Beach, FL;30.2947;-81.3931
Manchester, CT;41.7759;-72.5215
Chester, VT;43.2629;-72.5951
Durham, NH;43.1340;-70.9265
Hickman, KY;36.5745;-89.1089
Littleton, NH;44.3062;-71.7701
Andover, NH;43.4462;-71.7949
Holmdel, NJ;40.3451;-74.1840
Fitchburg, MA;42.5834;-71.8023
Grand Rivers, KY;37.0031;-88.2345
Westminster, MA;42.5459;-71.9106
Dracut, MA;42.6704;-71.3020
Clark, NJ;40.6202;-74.3137
West Yellowstone, MT;44.6929;-111.2135
Helena, MT;46.5172;-112.1211
Everett, MA;42.4084;-71.0537
Chattanooga, TN;35.0671;-85.2456
Lynch, NE;42.8754;-98.4253
North Augusta, SC;33.5244;-81.9424
Lamar, SC;34.1939;-80.1024
Newton Highlands, MA;42.3209;-71.1995
Weir, MS;33.3186;-89.3052
Charlestown, MA;42.3779;-71.0620
Grafton, WI;43.3197;-87.9534
Winterville, GA;33.9671;-83.2782
Whitewater, WI;42.8336;-88.7323
Methuen, MA;42.7262;-71.1909
Hoopeston, IL;40.4673;-87.6684
Versailles, KY;38.0526;-84.7300
Woods Cross, UT;40.8716;-111.8922
Florence, CO;38.3399;-105.0792
Lodi, NJ;40.8823;-74.0832
Park City, UT;40.6483;-111.4990
Jordanville, NY;42.9029;-74.8802
Murfreesboro, TN;35.9298;-86.4605
Longwood, FL;28.7031;-81.3384
Elko, NV;40.9527;-115.7906
Lavina, MT;46.4416;-108.9997
Roswell, GA;34.0232;-84.3616
Natick, MA;42.2834;-71.3495
Madison, ME;44.7976;-69.8798
Fernandina Beach, FL;30.6005;-81.5283
Maitland, FL;28.6278;-81.3631
Delta, UT;39.3522;-112.5772
Tyrone, GA;33.4712;-84.5971
Lehi, UT;40.3916;-111.8508
West Jordan, UT;40.6236;-111.9871
Hartford, KS;38.2605;-95.9689
Lake Forest, IL;42.2586;-87.8406
East Alton, IL;38.8803;-90.1112
Little Neck, NY;40.7591;-73.7358
Wallsburg, UT;40.3877;-111.4224
Plainwell, MI;42.4400;-85.6489
Arnold, MO;38.4328;-90.3776
American Fork, UT;40.3769;-111.7958
Idaho Falls, ID;43.4666;-112.0341
Bozeman, MT;45.6797;-111.0386
Gardiner, MT;45.1303;-110.4182
Middletown, OH;39.4439;-84.4168
Libertyville, IL;42.2831;-87.9531
Clay City, KY;37.8593;-83.9185
Cassville, MO;36.6770;-93.8688
Riverton, UT;40.5219;-111.9391
Mount Vernon, IN;37.9323;-87.8950
Norwalk, IA;41.4755;-93.6788
Clive, IA;41.6083;-93.7397
Decatur, GA;33.6878;-84.2507
Boyce, LA;31.3065;-92.6542
Dahlonega, GA;34.5326;-83.9849
Robinsonville, MS;34.8173;-90.3162
Spring Creek, NV;40.7266;-115.5859
Bountiful, UT;40.8894;-111.8808
Carlin, NV;40.7335;-116.1063
Blackfoot, ID;43.1905;-112.3450
Twain Harte, CA;38.0397;-120.2327
Springville, UT;40.1652;-111.6107
Boxborough, MA;42.4917;-71.5170
Atkins, VA;36.8836;-81.3919
Pahrump, NV;36.3638;-116.1500
Madison, SD;44.0061;-97.1140
Muscle Shoals, AL;34.7448;-87.6675
Champlain, NY;44.9607;-73.4360
Winnemucca, NV;40.9730;-117.7357
Hurricane, UT;37.1753;-113.2900
Beaver, UT;38.2769;-112.6411
Woodbury, GA;32.9837;-84.5827
East Elmhurst, NY;40.7612;-73.8651
Mesquite, NV;36.7889;-114.1431
Foothill Ranch, CA;33.6864;-117.6609
Cedar Park, TX;30.5052;-97.8203
Grangeville, ID;45.9265;-116.1224
Nezperce, ID;46.2349;-116.2407
Athol, ID;47.9480;-116.7080
Sandpoint, ID;48.2766;-116.5533
Pendleton, OR;45.6721;-118.7886
Meridian, ID;43.6121;-116.3915
Hermiston, OR;45.8404;-119.2895
Kennewick, WA;46.2112;-119.1372
Lawrenceville, GA;33.9350;-83.9538
Kooskia, ID;46.1449;-115.9779
Pullman, WA;46.7313;-117.1796
Smyrna, GA;33.8840;-84.5144
Kirkland, WA;47.6815;-122.2087
Pulaski, PA;41.1025;-80.4517
Nuiqsut, AK;70.2175;-150.9764
Warsaw, IN;41.2381;-85.8530
Enumclaw, WA;47.2043;-121.9915
Clinton, MA;42.4168;-71.6829
Newport, RI;41.4901;-71.3128
Canonsburg, PA;40.2713;-80.1702
Loganville, GA;33.8042;-83.8893
Sultan, WA;47.8626;-121.8165
Hanover, MD;39.1929;-76.7241
Belcamp, MD;39.4690;-76.2333
Saint Michaels, MD;38.7851;-76.2244
Venice, IL;38.6723;-90.1698
Rising Sun, MD;39.6979;-76.0627
Fort Yates, ND;46.0869;-100.6301
Cerritos, CA;33.8584;-118.0648
Mableton, GA;33.8119;-84.5504
Ruleville, MS;33.7426;-90.5550
Cleveland, TN;35.0978;-84.9115
Tallahassee, FL;30.5802;-84.1266
Newberry, FL;29.6463;-82.6065
Rincon, GA;32.2960;-81.2354
Midway, FL;30.4955;-84.4544
Valdosta, GA;30.7461;-83.3513
Wexford, PA;40.6265;-80.0559
Ponte Vedra Beach, FL;30.1023;-81.3532
Mcdonough, GA;33.4473;-84.1469
Saint Simons Island, GA;31.2163;-81.3666
Quincy, FL;30.5871;-84.5833
Evansville, WI;42.7803;-89.2993
Dayton, TN;35.4940;-85.0125
Loganville, WI;43.3931;-90.0457
Yates City, IL;40.7786;-90.0148
Dana Point, CA;33.4670;-117.6981
Clarksville, TN;36.4642;-87.3797
Green Cove Springs, FL;29.9430;-81.7433
Morristown, TN;36.1856;-83.2840
Port Saint Joe, FL;29.8409;-85.2690
Kenosha, WI;42.6227;-87.9377
North Aurora, IL;41.8061;-88.3273
Reidsville, GA;32.0869;-82.1179
Winder, GA;33.9926;-83.7202
Douglas, GA;31.4648;-82.8608
Charlottesville, VA;38.0980;-78.3966
Blountstown, FL;30.4435;-85.0452
Lugoff, SC;34.2274;-80.6893
Caryville, FL;30.7732;-85.8141
Tifton, GA;31.4505;-83.5085
Englewood Cliffs, NJ;40.8854;-73.9524
Dunlap, TN;35.3715;-85.3905
Springfield, TN;36.5092;-86.8850
Tualatin, OR;45.3840;-122.7640
Gaffney, SC;35.0994;-81.7048
Florence, OR;43.9826;-124.0998
Battle Ground, WA;45.7809;-122.5334
Sandy, OR;45.3973;-122.2615
Guymon, OK;36.6828;-101.4815
Coos Bay, OR;43.3740;-124.1477
Reedsport, OR;43.7917;-123.9078
East Meadow, NY;40.7140;-73.5590
Princeton, KY;37.1092;-87.8820
Lake Bluff, IL;42.2789;-87.8342
Springfield, OR;44.0462;-123.0220
Glide, OR;43.2454;-123.0000
Sherwood, OR;45.3565;-122.8401
New Providence, NJ;40.6984;-74.4015
Charlestown, IN;38.4531;-85.6702
Meshoppen, PA;41.6142;-76.0466
Fairview, OR;45.5446;-122.4459
Edgemont, PA;39.9340;-75.4060
Kennett Square, PA;39.8468;-75.7116
Boyertown, PA;40.3337;-75.6374
Cincinnati, OH;39.1666;-84.5465
Hackettstown, NJ;40.8540;-74.8291
Conway, AR;35.0887;-92.4421
Russellville, AL;34.5079;-87.7286
Glen Mills, PA;39.9193;-75.4916
Dinuba, CA;36.5433;-119.3871
Central Valley, NY;41.3237;-74.1231
Concordville, PA;39.8851;-75.5202
Mount Hope, OH;40.6240;-81.7846
Rockford, IL;42.3423;-89.0816
Coeur D Alene, ID;47.6609;-116.8343
Roseland, NJ;40.8207;-74.2938
Portland, TN;36.5817;-86.5164
Stockertown, PA;40.7540;-75.2621
Earlysville, VA;38.1576;-78.4828
Arcadia, LA;32.5490;-92.9202
Greenfield, IN;39.7850;-85.7694
Doylestown, PA;40.3101;-75.1299
Morgantown, PA;40.1551;-75.8899
Winchester, KY;37.9901;-84.1796
Marcus Hook, PA;39.8193;-75.4185
Catasauqua, PA;40.6548;-75.4746
Fort Knox, KY;37.8911;-85.9636
Honey Brook, PA;40.0943;-75.9113
West Grove, PA;39.8220;-75.8274
Branchville, NJ;41.1283;-74.6790
Santa Rosa, CA;38.5021;-122.7619
Fort Washington, PA;40.1418;-75.2091
Ukiah, CA;39.1502;-123.2078
Hillsdale, MI;41.9201;-84.6305
Goshen, IN;41.5823;-85.8344
Russellville, KY;36.8453;-86.8872
Napoleon, OH;41.3923;-84.1252
Millbury, OH;41.5662;-83.4246
Chelsea, MI;42.3181;-84.0205
Stryker, OH;41.4879;-84.3919
Dexter, MI;42.3384;-83.8886
West Chester, OH;39.3317;-84.4072
Plymouth, MI;42.3714;-83.4702
Fremont, OH;41.3503;-83.1219
Ypsilanti, MI;42.2411;-83.6130
Jonesville, MI;41.9842;-84.6619
White Marsh, MD;39.3837;-76.4322
Canton, MI;42.3291;-83.4877
Adrian, MI;41.8976;-84.0372
Sandusky, OH;41.4489;-82.7080
Pioneer, OH;41.6801;-84.5530
Walbridge, OH;41.5878;-83.4933
Defiance, OH;41.2845;-84.3558
Northwood, OH;41.5961;-83.4443
Perrysburg, OH;41.5570;-83.6272
Walled Lake, MI;42.5378;-83.4810
Litchfield, MI;42.0464;-84.7725
Sewickley, PA;40.5365;-80.1845
Sandy, UT;40.5765;-111.8938
Blissfield, MI;41.8325;-83.8624
Missoula, MT;46.9846;-114.1213
Sylvania, OH;41.7189;-83.7130
Lincoln, RI;41.9211;-71.4350
Shelbyville, KY;38.2120;-85.2236
Central Falls, RI;41.8907;-71.3923
Livingston, AL;32.5843;-88.1873
Columbus, MS;33.4408;-88.5357
Newburgh, IN;37.9445;-87.4053
Spokane, WA;47.6567;-117.3785
Trumbull, CT;41.2429;-73.2007
Manchester, TN;35.4817;-86.0886
Stratford, CT;41.1845;-73.1332
North Dartmouth, MA;41.6390;-70.9703
Avenel, NJ;40.5860;-74.2713
Madison, CT;41.2795;-72.5984
Danbury, CT;41.3948;-73.4540
Guilford, CT;41.2890;-72.6818
Oxford, CT;41.4340;-73.1168
East Rutherford, NJ;40.8340;-74.0971
Milford, CT;41.2241;-73.0517
Seymour, CT;41.3968;-73.0759
West Haven, CT;41.2707;-72.9471
Redding, CT;41.3026;-73.3834
Brookfield, CT;41.4826;-73.4096
Lake Grove, NY;40.8529;-73.1151
Ronkonkoma, NY;40.8154;-73.1123
Commack, NY;40.8429;-73.2929
Zionsville, IN;39.9509;-86.2619
Holbrook, NY;40.8123;-73.0784
Rocky Point, NY;40.9363;-72.9330
Bohemia, NY;40.7693;-73.1151
Holtsville, NY;40.8154;-73.0451
Yaphank, NY;40.8368;-72.9171
Hampton Bays, NY;40.8690;-72.5176
Berkeley, CA;37.8646;-122.2877
Danville, CA;37.8216;-122.0000
Patchogue, NY;40.7699;-72.9994
Shoreham, NY;40.9573;-72.9076
Vallejo, CA;38.1165;-122.2091
Bridgehampton, NY;40.9379;-72.3009
Southbury, CT;41.4815;-73.2132
Rocky Hill, CT;41.6648;-72.6393
Bridgeport, CT;41.1723;-73.2014
Montgomery, NY;41.5380;-74.2846
East Haven, CT;41.2762;-72.8684
Effingham, IL;39.1200;-88.5434
Sandy Hook, CT;41.4201;-73.2821
Bethany, CT;41.4218;-72.9971
Armonk, NY;41.1265;-73.7140
Maywood, IL;41.8813;-87.8441
Plainville, CT;41.6745;-72.8582
Midland, PA;40.6326;-80.4464
Fontana, CA;34.0922;-117.4351
Cromwell, CT;41.5951;-72.6454
Great Barrington, MA;42.1959;-73.3621
Norwich, CT;41.5243;-72.0759
Bloomfield, CT;41.8265;-72.7301
East Longmeadow, MA;42.0645;-72.5126
Chicopee, MA;42.1861;-72.5255
West Hartford, CT;41.7635;-72.7266
Wethersfield, CT;41.7143;-72.6526
Clinton, WI;42.5578;-88.8651
Groton, CT;41.3501;-72.0784
Fairfield, CA;38.2494;-122.0400
Saint Clairsville, OH;40.0806;-80.9001
East Granby, CT;41.9412;-72.7273
Winnetka, IL;42.1137;-87.7609
Essex, CT;41.3534;-72.3906
Windsor Locks, CT;41.9293;-72.6273
Pittsfield, MA;42.4501;-73.2454
La Grange Park, IL;41.8323;-87.8788
Gilberts, IL;42.1061;-88.3796
Mineral, VA;38.0107;-77.9086
Broadview, IL;41.8569;-87.8552
Colman, SD;44.0186;-96.8287
Elmendorf Afb, AK;61.2755;-149.7924
Aurora, IL;41.7590;-88.2615
Jay, FL;30.9530;-87.1514
Wasilla, AK;61.5235;-149.5748
Palmer, AK;61.6092;-148.4657
Waverly, IA;42.7258;-92.4755
Eagle River, AK;61.3214;-149.5678
Madison, AL;34.6993;-86.7483
Yakima, WA;46.6021;-120.5059
Springville, IN;38.9362;-86.6194
Plymouth, IN;41.3437;-86.3097
Walla Walla, WA;46.0646;-118.3430
Bridgeview, IL;41.7500;-87.8042
Deerfield, IL;42.1743;-87.8810
Marietta, GA;34.0017;-84.4710
Newnan, GA;33.3807;-84.7997
City Of Industry, CA;34.0130;-117.9672
Westminster, CA;33.7474;-117.9939
Twin Lake, MI;43.3672;-86.1594
Lithia Springs, GA;33.7614;-84.6371
Claysville, PA;40.1178;-80.4103
Fairfield, IA;41.0166;-91.9682
Lebanon, TN;36.2081;-86.2911
Spirit Lake, IA;43.4222;-95.1022
Pearland, TX;29.5447;-95.3370
Grand Island, NE;40.9250;-98.3420
Greeley, NE;41.5486;-98.5312
Wall, SD;43.9925;-102.2416
South Sioux City, NE;42.4739;-96.4136
Cherryville, NC;35.3787;-81.3790
Yankton, SD;42.9359;-97.4405
Clay Center, NE;40.5217;-98.0553
Newton Center, MA;42.3306;-71.1995
Barnesville, OH;39.9876;-81.1610
La Quinta, CA;33.6634;-116.3100
Tunnel Hill, GA;34.8406;-85.0427
Scotts Valley, CA;37.0614;-122.0118
Taylors, SC;34.9204;-82.2962
Yorktown, IN;40.1737;-85.4941
Long Island City, NY;40.7448;-73.9488
Decatur, IL;39.9155;-88.8918
Windsor, CO;40.4775;-104.9014
Madison, GA;33.5957;-83.4679
Newton, GA;31.3032;-84.3703
Freeport, FL;30.4982;-86.1360
Austell, GA;33.7814;-84.5874
San Ysidro, CA;32.5520;-117.0431
Seal Beach, CA;33.7414;-118.1048
Surprise, AZ;33.6306;-112.3332
Barstow, CA;34.8986;-117.0228
Hemet, CA;33.7361;-117.0583
Rialto, CA;34.1064;-117.3703
Upland, CA;34.1040;-117.6642
Ontario, CA;34.0778;-117.6261
Jackson, NE;42.4486;-96.5648
Scott, MS;33.5918;-91.0743
Los Banos, CA;37.0583;-120.8499
Saint David, AZ;31.8894;-110.1845
Daphne, AL;30.6035;-87.9036
Delray Beach, FL;26.4541;-80.1041
Douglasville, GA;33.7515;-84.7477
Riverdale, GA;33.5726;-84.4133
Steubenville, OH;40.3968;-80.6749
Hawthorne, CA;33.9129;-118.3439
Marina Del Rey, CA;33.9803;-118.4517
Rancho Santa Margarita, CA;33.6409;-117.6031
Dayton, WA;46.3237;-117.9724
Pompano Beach, FL;26.2436;-80.2656
Belmar, NJ;40.1658;-74.0743
Eatontown, NJ;40.2962;-74.0510
El Dorado Hills, CA;38.6839;-121.0526
Weedsport, NY;43.0487;-76.5627
Burnet, TX;30.7582;-98.2284
Huger, SC;33.0608;-79.7927
Hazard, KY;37.3092;-83.0568
Buhler, KS;38.1192;-97.7469
Suitland, MD;38.8487;-76.9239
Crows Landing, CA;37.3989;-121.0574
Frisco, TX;33.1507;-96.8236
Paris, TX;33.6609;-95.5555
Texarkana, TX;33.4251;-94.0477
Erlanger, KY;39.0167;-84.6008
Kaufman, TX;32.5890;-96.3089
Glendale, AZ;33.6669;-112.1857
Jacksboro, TX;33.2184;-98.1587
Springfield, KY;37.6853;-85.2222
Floyds Knobs, IN;38.3245;-85.8736
Cedar Lake, IN;41.3648;-87.4411
Mount Arlington, NJ;40.9259;-74.6349
Lincroft, NJ;40.3433;-74.1241
Rockport, ME;44.1845;-69.0761
Maspeth, NY;40.7232;-73.9126
Elk Rapids, MI;44.8956;-85.4165
Garden City, NY;40.7268;-73.6343
Mason, MI;42.5792;-84.4436
Alameda, CA;37.7652;-122.2416
Rochelle Park, NJ;40.9072;-74.0794
Stony Point, NY;41.2295;-73.9871
Paradise Valley, AZ;33.5311;-111.9427
Tuxedo Park, NY;41.1934;-74.1843
Glenview, IL;42.0697;-87.7878
Gurnee, IL;42.3703;-87.9020
Waukegan, IL;42.3479;-87.8671
Roxbury, VT;44.0565;-72.7437
Park Ridge, IL;42.0111;-87.8406
Evanston, IL;42.0562;-87.7011
Boyne City, MI;45.2167;-85.0139
Zion, IL;42.4461;-87.8328
Nashville, MI;42.6028;-85.0931
Owasso, OK;36.2695;-95.8547
Lincoln, KS;39.0408;-98.1448
Niles, IL;42.0189;-87.8028
Bismarck, IL;40.2266;-87.5768
Saint Charles, MI;43.2970;-84.1405
Fishkill, NY;41.5356;-73.8990
Purchase, NY;41.0409;-73.7146
Plumsteadville, PA;40.3873;-75.1466
Lena, LA;31.4607;-92.7707
Vicksburg, MS;32.3526;-90.8779
Newkirk, OK;36.9048;-97.0773
Lebanon, OH;39.4353;-84.2030
North Chicago, IL;42.3182;-87.8597
Katonah, NY;41.2590;-73.6854
Elmsford, NY;41.0551;-73.8201
Mason, OH;39.3601;-84.3099
Skaneateles Falls, NY;42.9931;-76.4561
Spring Hill, FL;28.3775;-82.5005
Liberty, MO;39.2692;-94.3891
Carmel, NY;41.4301;-73.6801
Palisades, NY;41.0112;-73.9135
